,predicted,ground_truth
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,crack,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,open-water,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,glacier,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,open-water,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,rock,ice-sheet
2,marching-emperor,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,emperor,ice-sheet
0,rock,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,crack,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,glacier,ice-sheet
3,ice-sheet,ice-sheet
4,pack-ice,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,marching-emperor,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,crack,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,rock,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,rock,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,ice-sheet,ice-sheet
2,marching-emperor,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,marching-emperor,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,crack,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,marching-emperor,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,rock,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,marching-emperor,ice-sheet
4,ice-sheet,ice-sheet
5,weddell,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,marching-emperor,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,crack,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,glacier,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,crack,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,marching-emperor,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,glacier,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,marching-emperor,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,glacier,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,crack,ice-sheet
0,crack,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,rock,ice-sheet
4,ice-sheet,ice-sheet
5,glacier,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,weddell,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,crack,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,marching-emperor,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,marching-emperor,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,rock,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,rock,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,marching-emperor,ice-sheet
3,weddell,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,marching-emperor,ice-sheet
2,ice-sheet,ice-sheet
3,rock,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,emperor,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,crack,ice-sheet
2,ice-sheet,ice-sheet
3,glacier,ice-sheet
4,ice-sheet,ice-sheet
5,weddell,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,rock,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,crack,ice-sheet
5,ice-sheet,ice-sheet
6,glacier,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,glacier,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,glacier,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,weddell,ice-sheet
6,emperor,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,glacier,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,rock,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,crack,ice-sheet
5,glacier,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,rock,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,crack,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,crack,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,rock,ice-sheet
6,crack,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,crack,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,crack,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,marching-emperor,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,marching-emperor,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,glacier,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,emperor,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,marching-emperor,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,crack,ice-sheet
2,rock,ice-sheet
3,rock,ice-sheet
4,rock,ice-sheet
5,crack,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,other,ice-sheet
2,ice-sheet,ice-sheet
3,crack,ice-sheet
4,ice-sheet,ice-sheet
5,pack-ice,ice-sheet
6,rock,ice-sheet
7,pack-ice,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,weddell,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,crack,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,marching-emperor,ice-sheet
2,marching-emperor,ice-sheet
3,ice-sheet,ice-sheet
4,glacier,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,weddell,ice-sheet
4,marching-emperor,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,weddell,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,rock,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,other,ice-sheet
7,rock,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,open-water,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,open-water,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,marching-emperor,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,marching-emperor,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,emperor,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,rock,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,rock,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,crack,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,crack,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,weddell,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,marching-emperor,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,glacier,ice-sheet
5,weddell,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,rock,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,glacier,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,glacier,ice-sheet
4,marching-emperor,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,marching-emperor,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,crack,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,rock,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,marching-emperor,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,rock,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,pack-ice,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,ice-sheet,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,emperor,ice-sheet
6,weddell,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,open-water,ice-sheet
4,ice-sheet,ice-sheet
5,glacier,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,ice-sheet,ice-sheet
4,rock,ice-sheet
5,ice-sheet,ice-sheet
6,ice-sheet,ice-sheet
7,ice-sheet,ice-sheet
0,ice-sheet,ice-sheet
1,ice-sheet,ice-sheet
2,ice-sheet,ice-sheet
3,weddell,ice-sheet
